,Codigo,dia,mes,anio,Temperatura_[Celsius]_x,HumedadRel_[porc],Presion_[hPa],DireccionViento_[grad],VelocidadViento_[KpH]_x,RadiacionSolar_[WpM2],Lluvia_[mm],RafagaViento_[KpH],SenialGPRS_[ASU],NivelBateria_[V]
2018-10-23 02:30:00,30234,23,10.0,2018.0,11.76,100.0,941.25,157.5,0.48280033333333333,0.0,0.0,1.1801823333333332,1.0,12.549000000000001
2018-10-23 03:00:00,30234,23,10.0,2018.0,11.823333333333332,100.0,941.4583333333334,157.5,0.0,0.0,0.0,0.0,0.0,12.549000000000001
2018-10-23 03:30:00,30234,23,10.0,2018.0,11.933333333333335,100.0,941.25,157.5,0.0,0.0,0.0,0.0,0.0,12.549000000000001
2018-10-23 04:00:00,30234,23,10.0,2018.0,12.013333333333334,100.0,941.4583333333334,157.5,0.0,0.0,0.0,0.0,0.0,12.549000000000001
2018-10-23 04:30:00,30234,23,10.0,2018.0,12.12,100.0,942.7083333333334,157.5,0.0,0.0,0.0,0.0,0.0,12.5419
2018-10-23 05:00:00,30234,23,10.0,2018.0,12.163333333333332,100.0,941.875,150.0,1.2606499999999998,0.0,0.2,2.35366,0.3333333333333333,12.5419
2018-10-23 05:30:00,30234,23,10.0,2018.0,11.943333333333333,100.0,943.5416666666666,135.0,3.540546666666667,0.0,1.0,7.060976666666666,3.3333333333333335,12.527700000000001
2018-10-23 06:00:00,30234,23,10.0,2018.0,11.829999999999998,100.0,942.5,127.5,1.3947616666666667,0.0,0.2,3.91606,2.6666666666666665,12.527700000000001
2018-10-23 06:30:00,30234,23,10.0,2018.0,11.87,100.0,942.7083333333334,247.5,0.3486904333333333,0.0,0.0,1.1868866666666669,4.0,12.513566666666668
2018-10-23 07:00:00,30234,23,10.0,2018.0,11.953333333333333,100.0,943.9583333333334,247.5,0.0,0.0,0.0,0.0,5.0,12.513566666666668
2018-10-23 07:30:00,30234,23,10.0,2018.0,12.033333333333333,100.0,943.75,247.5,0.046939100000000004,12.216999999999999,0.0,0.9521913333333334,5.0,12.534799999999999
2018-10-23 08:00:00,30234,23,10.0,2018.0,12.18,100.0,944.5833333333334,292.5,0.751024,25.076999999999998,0.0,3.0175133333333335,5.0,12.534799999999999
2018-10-23 08:30:00,30234,23,10.0,2018.0,12.38,99.80666666666667,945.2083333333334,322.5,1.0259526666666667,51.44,0.0,4.27816,5.0,12.584433333333331
2018-10-23 09:00:00,30234,23,10.0,2018.0,12.9,98.91666666666667,945.2083333333334,322.5,0.44927433333333333,103.52300000000001,0.0,1.5691066666666666,5.0,12.747533333333335
2018-10-23 09:30:00,30234,23,10.0,2018.0,13.723333333333334,95.62333333333333,945.2083333333334,210.0,1.0192496666666666,134.38699999999997,0.0,2.695643333333333,5.0,12.910566666666668
2018-10-23 10:00:00,30234,23,10.0,2018.0,14.149999999999999,92.35666666666668,945.8333333333334,150.0,2.722466666666667,163.322,0.0,5.0157766666666666,5.0,13.0453
2018-10-23 10:30:00,30234,23,10.0,2018.0,14.4,91.43333333333334,944.375,157.5,2.74929,151.105,0.0,5.72657,5.0,13.052366666666666
2018-10-23 11:00:00,30234,23,10.0,2018.0,14.366666666666665,89.70333333333333,944.5833333333334,150.0,2.755993333333333,114.454,0.4,6.94698,5.0,12.995666666666665
2018-10-23 11:30:00,30234,23,10.0,2018.0,13.996666666666664,88.57666666666667,945.4166666666666,112.5,1.8641533333333333,96.45,0.0,4.479326666666666,5.0,12.967333333333334
2018-10-23 12:00:00,30234,23,10.0,2018.0,13.896666666666667,83.93333333333332,945.0,105.0,2.581646666666667,105.452,0.0,6.973806666666666,5.0,12.995666666666665
2018-10-23 12:30:00,30234,23,10.0,2018.0,13.58,84.20333333333333,944.5833333333334,157.5,0.3822182666666667,99.022,0.0,2.896813333333333,5.0,12.974400000000001
2018-10-23 13:00:00,30234,23,10.0,2018.0,14.196666666666667,78.81666666666666,944.375,157.5,0.29504566666666665,209.61800000000002,0.0,0.7443179999999999,5.0,13.187066666666666
2018-10-23 13:30:00,30234,23,10.0,2018.0,14.976666666666667,71.13666666666667,944.5833333333334,112.5,1.8172133333333331,203.83100000000002,0.0,4.7944933333333335,5.0,13.201300000000002
2018-10-23 14:00:00,30234,23,10.0,2018.0,15.409999999999998,68.12,944.375,82.5,2.80293,295.137,0.0,4.9353066666666665,5.0,13.2296
2018-10-23 14:30:00,30234,23,10.0,2018.0,15.876666666666667,67.91333333333334,944.5833333333334,112.5,3.4064366666666666,289.993,0.0,12.3517,5.0,13.222533333333333
2018-10-23 15:00:00,30234,23,10.0,2018.0,15.729999999999999,67.59666666666666,943.5416666666666,75.0,3.004096666666667,151.74800000000002,0.0,8.026586666666667,5.0,13.144566666666668
2018-10-23 15:30:00,30234,23,10.0,2018.0,14.9,73.25666666666666,942.9166666666666,82.5,3.53384,134.38700000000003,0.0,6.946983333333333,5.0,13.151666666666666
2018-10-23 16:00:00,30234,23,10.0,2018.0,14.14,76.27999999999999,943.5416666666666,90.0,4.620143333333333,100.30799999999999,0.0,14.2963,5.0,13.094933333333335
2018-10-23 16:30:00,30234,23,10.0,2018.0,13.276666666666666,77.99,942.9166666666666,75.0,4.506150000000001,88.09100000000001,0.0,10.614943333333335,5.0,13.0595
2018-10-23 17:00:00,30234,23,10.0,2018.0,12.966666666666667,80.67666666666666,941.875,135.0,1.5288700000000002,71.373,0.0,2.8163433333333328,5.0,13.002733333333333
2018-10-23 17:30:00,30234,23,10.0,2018.0,13.156666666666666,79.39,943.125,270.0,0.8113739999999999,72.659,0.0,2.2866033333333333,5.0,12.988566666666665
2018-10-23 18:00:00,30234,23,10.0,2018.0,13.346666666666666,73.97333333333334,942.0833333333334,120.0,0.7644350000000001,51.44,0.0,4.063583333333334,5.0,12.9106
2018-10-23 18:30:00,30234,23,10.0,2018.0,13.200000000000001,75.55333333333334,942.5,307.5,0.7174966666666668,13.503,0.0,1.9446199999999998,5.0,12.853866666666667
2018-10-23 19:00:00,30234,23,10.0,2018.0,12.963333333333333,78.86333333333333,942.9166666666666,270.0,0.12070066666666666,0.0,0.0,0.40904133333333337,5.0,12.811300000000001
2018-10-23 19:30:00,30234,23,10.0,2018.0,12.5,79.50666666666666,944.1666666666666,270.0,0.9454860000000002,0.0,0.0,4.499446666666667,5.0,12.790066666666666
2018-10-23 20:00:00,30234,23,10.0,2018.0,12.149999999999999,80.11,943.9583333333334,180.0,0.5163314333333333,0.0,0.0,2.5347066666666667,5.0,12.7617
2018-10-23 20:30:00,30234,23,10.0,2018.0,11.803333333333335,82.99,943.75,195.0,0.9991326666666666,0.0,0.0,2.8431650000000004,5.0,12.7404
2018-10-23 21:00:00,30234,23,10.0,2018.0,11.593333333333334,85.09333333333333,944.1666666666666,270.0,1.7233366666666665,0.0,0.0,5.51199,5.0,12.712100000000001
